HOLEID FROM TO SAMPLETYPE Au
DDH0869 70.62 72.15 Diamond 0.05
DDH0869 72.15 72.91 Diamond 0.476
DDH0869 72.91 74.68 Diamond 0.037
DDH0869 74.68 75.29 Diamond 0.006
DDH0869 75.29 77.33 Diamond 0.003
DDH0869 77.33 78 Diamond 0.003
DDH0869 78 78.88 Diamond 0.193
DDH0869 78.88 80.35 Diamond 0.003
DDH0869 80.35 81.29 Diamond 0.359
DDH0869 81.29 83.03 Diamond 0.074
DDH0869 83.03 85.47 Diamond 0.493
DDH0869 85.47 86.11 Diamond 0.096
DDH0869 86.11 87.9 Diamond 0.184
DDH0869 87.9 90.01 Diamond 0.499
DDH0869 90.01 91.74 Diamond 0.018
DDH0869 91.74 93.48 Diamond 0.003
DDH0869 93.48 95.01 Diamond 0.003
DDH0869 95.01 96.26 Diamond 0.003
DDH0869 96.26 98.05 Diamond 0.003
DDH0869 98.05 99.58 Diamond 0.003
DDH0869 99.58 101.1 Diamond 0.003
DDH0869 101.1 102.72 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0869 102.72 104.15 Diamond 0.011
DDH0870 0 3.9 NS -1
DDH0870 3.9 5.43 Diamond 0.003
DDH0870 5.43 6.95 Diamond 0.003
DDH0870 6.95 8.47 Diamond 0.005
DDH0870 8.47 10 Diamond 0.003
DDH0870 10 11.52 Diamond 0.003
DDH0870 11.52 13.05 Diamond 0.003
DDH0870 13.05 14.57 NS -1
DDH0870 14.57 16.09 Diamond 0.003
DDH0870 16.09 17.62 Diamond 0.003
DDH0870 17.62 19.14 Diamond 0.003
DDH0870 19.14 20.67 Diamond 0.027
DDH0870 20.67 22.19 Diamond 0.003
DDH0870 22.19 23.71 Diamond 0.003
DDH0870 23.71 25.24 Diamond 0.033
DDH0870 25.24 28.01 Diamond 0.083
DDH0870 28.01 29.81 Diamond 0.111
DDH0870 29.81 31.33 Diamond 0.011
DDH0870 31.33 32.86 Diamond 0.014
DDH0870 32.86 34.38 Diamond 0.003
DDH0870 34.38 35.91 Diamond 0.003
DDH0870 35.91 37.12 Diamond 0.003
DDH0870 37.12 38.37 Diamond 0.003
DDH0870 38.37 40.17 Diamond 0.032
DDH0870 40.17 41.09 Diamond 0.172
DDH0870 41.09 42.21 Diamond 0.026
DDH0870 42.21 43.89 Diamond 0.003
DDH0870 43.89 45.69 Diamond 0.003
DDH0870 45.69 46.21 Diamond 2.79
DDH0870 46.21 47.73 Diamond 2.44
DDH0870 47.73 49.04 Diamond 14.15
DDH0870 49.04 50.54 Diamond 18.55
DDH0870 50.54 52.18 Diamond 0.235
DDH0870 52.18 53.46 Diamond 0.21
DDH0870 53.46 54.8 Diamond 0.003
DDH0870 54.8 56.33 Diamond 0.003
DDH0870 56.33 58.13 Diamond 0.028
DDH0870 58.13 59.65 Diamond 0.326
DDH0870 59.65 60.75 Diamond 0.502
DDH0870 60.75 61.81 Diamond 1.875
DDH0870 61.81 62.73 Diamond 1.21
DDH0870 62.73 64.59 Diamond 1.07
DDH0870 64.59 65.78 Diamond 1.505
DDH0870 65.78 67.39 Diamond 0.095
DDH0870 67.39 68.92 Diamond 0.014
DDH0870 68.92 70.44 Diamond 0.028
DDH0870 70.44 71.66 Diamond 0.011
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0870 71.66 72.88 Diamond 0.023
DDH0870 72.88 74.49 Diamond 0.195
DDH0870 74.49 76.02 Diamond 0.055
DDH0870 76.02 77.36 Diamond 0.04
DDH0870 77.36 78.58 Diamond 0.045
DDH0871 0 1.83 NS -1
DDH0871 1.83 3.35 Diamond 0.003
DDH0871 3.35 4.88 Diamond 0.003
DDH0871 4.88 6.4 Diamond 0.003
DDH0871 6.4 7.92 Diamond 0.012
DDH0871 7.92 9.45 Diamond 0.003
DDH0871 9.45 10.97 Diamond 0.003
DDH0871 10.97 12.5 Diamond 0.006
DDH0871 12.5 14.02 Diamond 0.01
DDH0871 14.02 15.54 Diamond 0.01
DDH0871 15.54 17.07 Diamond 0.01
DDH0871 17.07 18.59 Diamond 0.015
DDH0871 18.59 20.12 Diamond 0.024
DDH0871 20.12 21.64 Diamond 0.012
DDH0871 21.64 23.16 Diamond 0.011
DDH0871 23.16 24.69 Diamond 0.005
DDH0871 24.69 27.74 Diamond 0.005
DDH0871 27.74 30.78 Diamond 0.003
DDH0871 30.78 33.83 Diamond 0.003
DDH0871 33.83 36.88 Diamond 0.022
DDH0871 36.88 38.62 Diamond 0.01
DDH0871 38.62 39.93 Diamond 0.028
DDH0871 39.93 40.66 Diamond 0.025
DDH0871 40.66 41.85 Diamond 0.107
DDH0871 41.85 42.98 Diamond 0.066
DDH0871 42.98 44.5 Diamond 0.057
DDH0871 44.5 46.02 Diamond 0.061
DDH0871 46.02 46.82 Diamond 0.082
DDH0871 46.82 47.76 Diamond 0.166
DDH0871 47.76 49.07 Diamond 0.079
DDH0871 49.07 50.6 Diamond 0.432
DDH0871 50.6 52.12 Diamond 0.128
DDH0871 52.12 53.64 Diamond 0.044
DDH0871 53.64 55.17 Diamond 0.14
DDH0871 55.17 56.69 Diamond 0.12
DDH0871 56.69 58.22 Diamond 0.133
DDH0871 58.22 59.74 Diamond 0.077
DDH0871 59.74 61.26 Diamond 0.05
DDH0871 61.26 62.79 Diamond 0.037
DDH0871 62.79 64.31 Diamond 0.018
DDH0871 64.31 65.84 Diamond 0.003
DDH0871 65.84 67.36 Diamond 0.006
DDH0871 67.36 68.88 Diamond 0.012
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0871 68.88 70.41 Diamond 0.007
DDH0871 70.41 71.93 Diamond 0.022
DDH0871 71.93 73.12 Diamond 0.044
DDH0871 73.12 74.01 Diamond 0.066
DDH0871 74.01 74.52 Diamond 0.112
DDH0871 74.52 75.9 Diamond 0.035
DDH0871 75.9 77.45 Diamond 0.111
DDH0871 77.45 78.49 Diamond 0.086
DDH0871 78.49 79.34 Diamond 0.113
DDH0871 79.34 80.47 Diamond 0.033
DDH0871 80.47 81.47 Diamond 0.046
DDH0871 81.47 83.52 Diamond 0.14
DDH0871 83.52 84.34 Diamond 0.013
DDH0871 84.34 87.17 Diamond 0.003
DDH0871 87.17 90.22 Diamond 0.003
DDH0871 90.22 92.11 Diamond 0.003
DDH0871 92.11 93.54 Diamond 0.003
DDH0871 93.54 94.61 Diamond 0.003
DDH0871 94.61 96.13 Diamond 0.016
DDH0871 96.13 97.84 Diamond 0.003
DDH0871 97.84 99.36 Diamond 0.003
DDH0871 99.36 100.46 Diamond 0.003
DDH0871 100.46 101.8 Diamond 0.008
DDH0871 101.8 103.33 Diamond 0.007
DDH0871 103.33 104.85 Diamond 0.003
DDH0871 104.85 106.38 Diamond 0.014
DDH0871 106.38 107.9 Diamond 0.01
DDH0871 107.9 109.42 Diamond 0.071
DDH0871 109.42 110.95 Diamond 0.148
DDH0871 110.95 112.26 Diamond 0.243
DDH0871 112.26 113.2 Diamond 0.25
DDH0871 113.2 115.49 Diamond 0.933
DDH0871 115.49 116.59 Diamond 0.175
DDH0871 116.59 118.11 Diamond 0.181
DDH0871 118.11 119.36 Diamond 0.037
DDH0871 119.36 120.24 Diamond 0.14
DDH0871 120.24 120.88 Diamond 0.33
DDH0871 120.88 122.71 Diamond 0.1
DDH0871 122.71 124.15 Diamond 0.579
DDH0871 124.15 124.94 Diamond 0.187
DDH0871 124.94 125.97 Diamond 0.983
DDH0871 125.97 126.98 Diamond 0.547
DDH0871 126.98 128.32 Diamond 0.12
DDH0871 128.32 129.24 Diamond 0.661
DDH0871 129.24 130.3 Diamond 0.487
DDH0871 130.3 131.37 Diamond 0.208
DDH0871 131.37 132.89 Diamond 0.162
DDH0871 132.89 134.42 Diamond 0.32
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0871 134.42 135.7 Diamond 0.062
DDH0871 135.7 137.22 Diamond 0.047
DDH0871 137.22 138.74 Diamond 0.053
DDH0871 138.74 139.63 Diamond 0.084
DDH0871 139.63 140.51 Diamond 0.054
DDH0872 0 0.49 NS -1
DDH0872 0.49 2.01 Diamond 0.008
DDH0872 2.01 3.54 Diamond 0.003
DDH0872 3.54 5.06 Diamond 0.003
DDH0872 5.06 6.58 Diamond 0.003
DDH0872 6.58 8.11 Diamond 0.003
DDH0872 8.11 9.63 Diamond 0.008
DDH0872 9.63 11.16 Diamond 0.003
DDH0872 11.16 12.68 Diamond 0.006
DDH0872 12.68 14.2 Diamond 0.025
DDH0872 14.2 15.73 Diamond 0.003
DDH0872 15.73 17.25 Diamond 0.031
DDH0872 17.25 18.78 Diamond 0.013
DDH0872 18.78 20.3 Diamond 0.017
DDH0872 20.3 21.82 Diamond 0.029
DDH0872 21.82 23.35 Diamond 0.109
DDH0872 23.35 24.87 Diamond 0.003
DDH0872 24.87 26.4 Diamond 0.009
DDH0872 26.4 27.92 Diamond 0.009
DDH0872 27.92 29.44 Diamond 0.022
DDH0872 29.44 30.97 Diamond 0.032
DDH0872 30.97 32.49 Diamond 0.003
DDH0872 32.49 34.02 Diamond 0.006
DDH0872 34.02 35.54 Diamond 0.003
DDH0872 35.54 37.06 Diamond 0.003
DDH0872 37.06 38.59 Diamond 0.003
DDH0872 38.59 40.11 Diamond 0.003
DDH0872 40.11 41.64 Diamond 0.003
DDH0872 41.64 43.46 Diamond 0.003
DDH0872 43.46 45.32 Diamond 0.003
DDH0872 45.32 46.97 Diamond 0.003
DDH0872 46.97 48.19 Diamond 0.003
DDH0872 48.19 49.01 Diamond 0.003
DDH0872 49.01 50.23 Diamond 0.003
DDH0872 50.23 51.24 Diamond 0.003
DDH0872 51.24 52.36 Diamond 0.003
DDH0872 52.36 53.83 Diamond 0.005
DDH0872 53.83 55.17 Diamond 0.017
DDH0872 55.17 56.39 Diamond 0.025
DDH0872 56.39 58.22 Diamond 0.008
DDH0872 58.22 59.83 Diamond 0.007
DDH0872 59.83 60.9 Diamond 0.003
DDH0872 60.9 61.97 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0872 61.97 63.49 Diamond 0.003
DDH0872 63.49 65.01 Diamond 0.003
DDH0872 65.01 66.54 Diamond 0.003
DDH0872 66.54 68.06 Diamond 0.003
DDH0872 68.06 69.59 Diamond 0.003
DDH0872 69.59 71.11 Diamond 0.003
DDH0872 71.11 72.63 Diamond 0.003
DDH0872 72.63 74.16 Diamond 0.003
DDH0872 74.16 75.16 Diamond 0.003
DDH0873 0 2.19 NS -1
DDH0873 2.19 3.72 Diamond 0.007
DDH0873 3.72 5.24 Diamond 0.003
DDH0873 5.24 6.77 Diamond 0.003
DDH0873 6.77 8.29 Diamond 0.003
DDH0873 8.29 9.81 Diamond 0.003
DDH0873 9.81 11.34 Diamond 0.003
DDH0873 11.34 12.86 Diamond 0.003
DDH0873 12.86 14.39 Diamond 0.003
DDH0873 14.39 15.91 Diamond 0.003
DDH0873 15.91 17.43 Diamond 0.003
DDH0873 17.43 18.96 Diamond 0.003
DDH0873 18.96 20.48 Diamond 0.003
DDH0873 20.48 22.01 Diamond 0.003
DDH0873 22.01 23.53 Diamond 0.003
DDH0873 23.53 25.05 Diamond 0.005
DDH0873 25.05 26.58 Diamond 0.023
DDH0873 26.58 28.1 Diamond 0.271
DDH0873 28.1 29.63 Diamond 0.053
DDH0873 29.63 31.15 Diamond 0.012
DDH0873 31.15 32.67 Diamond 0.003
DDH0873 32.67 34.2 Diamond 0.003
DDH0873 34.2 35.72 Diamond 0.059
DDH0873 35.72 37.25 Diamond 0.039
DDH0873 37.25 38.77 Diamond 0.003
DDH0873 38.77 40.29 Diamond 0.025
DDH0873 40.29 41.82 Diamond 0.034
DDH0873 41.82 43.34 Diamond 0.14
DDH0873 43.34 44.87 Diamond 0.358
DDH0873 44.87 46.39 Diamond 0.047
DDH0873 46.39 48.22 Diamond 0.154
DDH0873 48.22 49.74 Diamond 0.457
DDH0873 49.74 51.27 Diamond 0.061
DDH0873 51.27 52.88 Diamond 0.326
DDH0873 52.88 54.01 Diamond 0.19
DDH0873 54.01 55.53 Diamond 0.003
DDH0873 55.53 57.06 Diamond 0.003
DDH0873 57.06 58.58 Diamond 0.003
DDH0873 58.58 60.11 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0873 60.11 61.63 Diamond 0.003
DDH0873 61.63 63.15 Diamond 0.009
DDH0873 63.15 64.68 Diamond 0.003
DDH0873 64.68 66.2 Diamond 0.003
DDH0873 66.2 67.73 Diamond 0.003
DDH0873 67.73 70.77 Diamond 0.021
DDH0873 70.77 73.82 Diamond 0.003
DDH0873 73.82 76.87 Diamond 0.003
DDH0873 76.87 79.92 Diamond 0.003
DDH0873 79.92 82.97 Diamond 0.003
DDH0873 82.97 86.01 Diamond 0.003
DDH0873 86.01 87.81 Diamond 0.003
DDH0873 87.81 89.28 Diamond 0.003
DDH0873 89.28 90.8 Diamond 0.003
DDH0873 90.8 91.62 Diamond 0.003
DDH0873 91.62 93.63 Diamond 0.005
DDH0873 93.63 96.68 Diamond 0.003
DDH0873 96.68 99.3 Diamond 0.003
DDH0873 99.3 101.25 Diamond 0.007
DDH0874 0 0.27 NS -1
DDH0874 0.27 1.92 Diamond 0.045
DDH0874 1.92 3.32 Diamond 0.117
DDH0874 3.32 4.85 Diamond 0.171
DDH0874 4.85 6.37 Diamond 0.089
DDH0874 6.37 7.89 Diamond 0.011
DDH0874 7.89 9.42 Diamond 0.053
DDH0874 9.42 10.94 Diamond 0.036
DDH0874 10.94 12.47 Diamond 0.026
DDH0874 12.47 13.99 Diamond 0.065
DDH0874 13.99 15.51 Diamond 0.077
DDH0874 15.51 17.04 Diamond 0.201
DDH0874 17.04 18.56 Diamond 0.054
DDH0874 18.56 20.09 Diamond 0.065
DDH0874 20.09 22.89 Diamond 3.94
DDH0874 22.89 24.17 Diamond 3.64
DDH0874 24.17 25.48 Diamond 2.78
DDH0874 25.48 27.58 Diamond 2.02
DDH0874 27.58 29.23 Diamond 1.505
DDH0874 29.23 30.75 Diamond 1.94
DDH0874 30.75 31.97 Diamond 5.91
DDH0874 31.97 33.22 Diamond 4.57
DDH0874 33.22 34.02 Diamond 1.615
DDH0874 34.02 36.06 Diamond 0.447
DDH0874 36.06 37 Diamond 4.41
DDH0874 37 37.83 Diamond 1.34
DDH0874 37.83 39.17 Diamond 1.15
DDH0874 39.17 39.99 Diamond 2.12
DDH0874 39.99 40.97 Diamond 0.726
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0874 40.97 42.25 Diamond 0.516
DDH0874 42.25 43.53 Diamond 0.35
DDH0874 43.53 44.74 Diamond 4.17
DDH0874 44.74 45.99 Diamond 4.57
DDH0874 45.99 47.18 Diamond 0.201
DDH0874 47.18 48.22 Diamond 0.118
DDH0874 48.22 49.26 Diamond 0.037
DDH0874 49.26 50.78 Diamond 0.344
DDH0874 50.78 52.3 Diamond 0.149
DDH0874 52.3 53.83 Diamond 0.104
DDH0874 53.83 55.35 Diamond 0.067
DDH0874 55.35 56.42 Diamond 0.082
DDH0874 56.42 57.58 Diamond 0.107
DDH0874 57.58 58.19 Diamond 0.051
DDH0874 58.19 59.38 Diamond 0.071
DDH0874 59.38 60.5 Diamond 0.135
DDH0874 60.5 62.27 Diamond 0.047
DDH0874 62.27 63.58 Diamond 0.05
DDH0874 63.58 64.89 Diamond 0.038
DDH0874 64.89 65.96 Diamond 0.011
DDH0874 65.96 67.03 Diamond 0.01
DDH0874 67.03 68.55 Diamond 0.008
DDH0874 68.55 70.07 Diamond 0.019
DDH0874 70.07 71.57 Diamond 0.013
DDH0874 71.57 72.51 Diamond 0.124
DDH0874 72.51 74.19 Diamond 0.077
DDH0874 74.19 74.89 Diamond 0.085
DDH0874 74.89 76.23 Diamond 0.186
DDH0874 76.23 77.66 Diamond 0.152
DDH0874 77.66 79.43 Diamond 0.14
DDH0874 79.43 81.17 Diamond 0.341
DDH0874 81.17 82.72 Diamond 0.033
DDH0874 82.72 83.82 Diamond 0.005
DDH0874 83.82 85.31 Diamond 0.003
DDH0874 85.31 86.47 Diamond 0.128
DDH0874 86.47 87.66 Diamond 0.087
DDH0874 87.66 89.18 Diamond 0.003
DDH0874 89.18 90.19 Diamond 0.003
DDH0874 90.19 91.71 Diamond 0.003
DDH0875 0 1.74 NS -1
DDH0875 1.74 3.26 Diamond 0.003
DDH0875 3.26 4.79 Diamond 0.003
DDH0875 4.79 6.31 Diamond 0.003
DDH0875 6.31 7.83 Diamond 0.003
DDH0875 7.83 9.36 Diamond 0.003
DDH0875 9.36 10.88 Diamond 0.003
DDH0875 10.88 12.41 Diamond 0.003
DDH0875 12.41 13.93 Diamond 0.013
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0875 13.93 15.45 Diamond 0.043
DDH0875 15.45 16.98 Diamond 0.06
DDH0875 16.98 18.5 Diamond 0.096
DDH0875 18.5 20.03 Diamond 0.104
DDH0875 20.03 21.55 Diamond 0.043
DDH0875 21.55 23.07 Diamond 0.003
DDH0875 23.07 24.6 Diamond 0.003
DDH0875 24.6 26.12 Diamond 0.003
DDH0875 26.12 27.65 Diamond 0.003
DDH0875 27.65 29.17 Diamond 0.003
DDH0875 29.17 30.69 Diamond 0.003
DDH0875 30.69 32.22 Diamond 0.003
DDH0875 32.22 33.74 Diamond 0.003
DDH0875 33.74 35.27 Diamond 0.003
DDH0875 35.27 36.79 Diamond 0.003
DDH0875 36.79 39.84 Diamond 0.003
DDH0875 39.84 42.89 Diamond 0.003
DDH0875 42.89 44.41 Diamond 0.003
DDH0875 44.41 45.93 Diamond 0.003
DDH0875 45.93 47.46 Diamond 0.015
DDH0875 47.46 48.98 Diamond 0.01
DDH0875 48.98 50.51 Diamond 0.007
DDH0875 50.51 52.03 Diamond 0.348
DDH0875 52.03 53.55 Diamond 0.282
DDH0875 53.55 55.08 Diamond 0.272
DDH0875 55.08 56.6 Diamond 0.144
DDH0875 56.6 58.13 Diamond 0.129
DDH0875 58.13 59.65 Diamond 0.025
DDH0875 59.65 60.96 Diamond 0.005
DDH0875 60.96 62.7 Diamond 0.005
DDH0875 62.7 64.22 Diamond 0.01
DDH0875 64.22 65.75 Diamond 0.003
DDH0875 65.75 67.27 Diamond 0.003
DDH0875 67.27 68.79 Diamond 0.003
DDH0875 68.79 70.32 Diamond 0.003
DDH0875 70.32 71.84 Diamond 0.003
DDH0875 71.84 73.37 Diamond 0.003
DDH0875 73.37 74.89 Diamond 0.003
DDH0875 74.89 76.41 Diamond 0.003
DDH0875 76.41 77.94 Diamond 0.003
DDH0875 77.94 79.46 Diamond 0.003
DDH0875 79.46 80.99 Diamond 0.003
DDH0875 80.99 82.51 Diamond 0.003
DDH0875 82.51 84.03 Diamond 0.003
DDH0875 84.03 85.56 Diamond 0.003
DDH0875 85.56 87.08 Diamond 0.003
DDH0876 0 2.32 NS -1
DDH0876 2.32 6.89 Diamond 0.046
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0876 6.89 10.85 Diamond 0.242
DDH0876 10.85 11.95 Diamond 0.003
DDH0876 11.95 13.35 Diamond 0.003
DDH0876 13.35 14.81 Diamond 0.879
DDH0876 14.81 16.15 Diamond 1.8
DDH0876 16.15 17.68 Diamond 3.71
DDH0876 17.68 19.08 Diamond 1.815
DDH0876 19.08 20.6 Diamond 0.762
DDH0876 20.6 21.64 Diamond 1.665
DDH0876 21.64 23.16 Diamond 0.348
DDH0876 23.16 24.54 Diamond 0.622
DDH0876 24.54 26.06 Diamond 0.516
DDH0876 26.06 27.46 Diamond 0.084
DDH0876 27.46 28.68 Diamond 0.052
DDH0876 28.68 30.66 Diamond 0.115
DDH0876 30.66 32.06 Diamond 0.033
DDH0876 32.06 33.59 Diamond 0.08
DDH0876 33.59 35.11 Diamond 0.058
DDH0876 35.11 36.64 Diamond 0.029
DDH0876 36.64 38.19 Diamond 0.031
DDH0876 38.19 39.72 Diamond 0.017
DDH0876 39.72 41.24 Diamond 0.057
DDH0876 41.24 42.76 Diamond 0.042
DDH0876 42.76 44.35 Diamond 0.111
DDH0876 44.35 45.9 Diamond 0.043
DDH0876 45.9 47.43 Diamond 0.143
DDH0876 47.43 48.95 Diamond 0.317
DDH0876 48.95 49.56 Diamond 0.129
DDH0876 49.56 50.96 Diamond 0.198
DDH0876 50.96 51.82 Diamond 0.119
DDH0876 51.82 54.86 Diamond 0.014
DDH0876 54.86 56.75 Diamond 0.003
DDH0876 56.75 58.7 Diamond 0.063
DDH0876 58.7 60.08 Diamond 0.025
DDH0876 60.08 61.6 Diamond 0.15
DDH0876 61.6 63.12 Diamond 0.074
DDH0876 63.12 64.65 Diamond 0.099
DDH0876 64.65 66.17 Diamond 0.038
DDH0876 66.17 67.7 Diamond 0.048
DDH0876 67.7 69.22 Diamond 0.06
DDH0876 69.22 70.74 Diamond 0.068
DDH0876 70.74 72.42 Diamond 0.07
DDH0876 72.42 73.94 Diamond 0.076
DDH0876 73.94 75.47 Diamond 0.097
DDH0876 75.47 76.99 Diamond 0.055
DDH0876 76.99 78.52 Diamond 0.08
DDH0876 78.52 80.04 Diamond 0.046
DDH0876 80.04 81.56 Diamond 0.025
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0876 81.56 83.09 Diamond 0.028
DDH0876 83.09 84.61 Diamond 0.062
DDH0876 84.61 86.14 Diamond 0.046
DDH0876 86.14 86.75 Diamond 0.248
DDH0876 86.75 88.27 Diamond 0.012
DDH0876 88.27 89.79 Diamond 0.003
DDH0876 89.79 91.32 Diamond 0.005
DDH0876 91.32 92.84 Diamond 0.014
DDH0876 92.84 94.37 Diamond 0.015
DDH0876 94.37 95.28 Diamond 0.033
DDH0877 0 2.13 Diamond 0.024
DDH0877 2.13 3.66 Diamond 0.054
DDH0877 3.66 5.18 Diamond 0.029
DDH0877 5.18 6.71 Diamond 0.028
DDH0877 6.71 8.05 Diamond 0.142
DDH0877 8.05 9.75 Diamond 2.78
DDH0877 9.75 11.28 Diamond 0.346
DDH0877 11.28 12.8 Diamond 0.62
DDH0877 12.8 14.33 Diamond 1.155
DDH0877 14.33 15.85 Diamond 0.17
DDH0877 15.85 17.37 Diamond 0.369
DDH0877 17.37 18.9 Diamond 0.156
DDH0877 18.9 20.42 Diamond 0.033
DDH0877 20.42 21.95 Diamond 0.009
DDH0877 21.95 23.47 Diamond 0.081
DDH0877 23.47 24.99 Diamond 0.202
DDH0877 24.99 26.52 Diamond 0.082
DDH0877 26.52 28.04 Diamond 0.469
DDH0877 28.04 29.32 Diamond 1.515
DDH0877 29.32 31.09 Diamond 0.352
DDH0877 31.09 32.61 Diamond 0.458
DDH0877 32.61 34.14 Diamond 0.391
DDH0877 34.14 35.66 Diamond 0.46
DDH0877 35.66 37.43 Diamond 0.4
DDH0877 37.43 38.71 Diamond 0.674
DDH0877 38.71 39.72 Diamond 1.965
DDH0877 39.72 40.84 Diamond 0.74
DDH0877 40.84 42.06 Diamond 0.814
DDH0877 42.06 43.28 Diamond 11.85
DDH0877 43.28 44.81 Diamond 6.75
DDH0877 44.81 46.33 Diamond 4.63
DDH0877 46.33 47.85 Diamond 9.42
DDH0877 47.85 49.87 Diamond 7.16
DDH0877 49.87 50.9 Diamond 0.518
DDH0877 50.9 52.43 Diamond 4.37
DDH0877 52.43 53.95 Diamond 0.862
DDH0877 53.95 55.78 Diamond 2.29
DDH0877 55.78 57 Diamond 1.575
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0877 57 58.52 Diamond 3.01
DDH0877 58.52 60.05 Diamond 1.865
DDH0877 60.05 61.57 Diamond 1.675
DDH0877 61.57 63.09 Diamond 0.872
DDH0877 63.09 64.31 Diamond 0.003
DDH0877 64.31 65.35 Diamond 1.44
DDH0877 65.35 66.6 Diamond 0.395
DDH0877 66.6 67.67 Diamond 4.76
DDH0877 67.67 69.19 Diamond 1.34
DDH0877 69.19 70.71 Diamond 1.69
DDH0877 70.71 72.33 Diamond 1.195
DDH0877 72.33 73.76 Diamond 0.013
DDH0877 73.76 75.29 Diamond 0.006
DDH0877 75.29 76.81 Diamond 0.008
DDH0877 76.81 78.33 Diamond 0.006
DDH0877 78.33 79.86 Diamond 0.003
DDH0877 79.86 81.63 Diamond 0.005
DDH0877 81.63 82.91 Diamond 1.54
DDH0877 82.91 84.43 Diamond 1.915
DDH0877 84.43 85.95 Diamond 0.219
DDH0877 85.95 88 Diamond 0.127
DDH0877 88 89.31 Diamond 0.021
DDH0877 89.31 90.53 Diamond 0.179
DDH0877 90.53 92.05 Diamond 0.051
DDH0877 92.05 93.57 Diamond 0.013
DDH0877 93.57 95.1 Diamond 0.005
DDH0877 95.1 96.62 Diamond 0.009
DDH0877 96.62 98.15 Diamond 0.015
DDH0877 98.15 101.19 Diamond 0.009
DDH0877 101.19 104.24 Diamond 0.006
DDH0877 104.24 107.29 Diamond 0.013
DDH0877 107.29 110.34 Diamond 0.012
DDH0877 110.34 113.39 Diamond 0.081
DDH0878 0 2.19 Diamond 0.006
DDH0878 2.19 3.72 Diamond 0.005
DDH0878 3.72 5.24 Diamond 0.007
DDH0878 5.24 6.77 Diamond 0.006
DDH0878 6.77 8.29 Diamond 0.003
DDH0878 8.29 9.81 Diamond 0.003
DDH0878 9.81 11.34 Diamond 0.003
DDH0878 11.34 14.2 Diamond 0.003
DDH0878 14.2 15.91 Diamond 0.003
DDH0878 15.91 17.43 Diamond 0.003
DDH0878 17.43 19.57 Diamond 0.003
DDH0878 19.57 20.6 Diamond 0.003
DDH0878 20.6 22.01 Diamond 0.008
DDH0878 22.01 23.53 Diamond 0.008
DDH0878 23.53 25.05 Diamond 0.011
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0878 25.05 26.58 Diamond 0.01
DDH0878 26.58 28.1 Diamond 0.008
DDH0878 28.1 29.63 Diamond 0.012
DDH0878 29.63 31.76 Diamond 0.017
DDH0878 31.76 32.83 Diamond 0.01
DDH0878 32.83 34.02 Diamond 0.058
DDH0878 34.02 34.99 Diamond 0.09
DDH0878 34.99 35.97 Diamond 0.027
DDH0878 35.97 37.03 Diamond 0.041
DDH0878 37.03 38.28 Diamond 0.1
DDH0878 38.28 40.17 Diamond 0.038
DDH0878 40.17 40.97 Diamond 0.048
DDH0878 40.97 42.43 Diamond 0.033
DDH0878 42.43 43.74 Diamond 0.044
DDH0878 43.74 45.42 Diamond 0.096
DDH0878 45.42 46.66 Diamond 0.071
DDH0878 46.66 47.34 Diamond 0.082
DDH0878 47.34 49.44 Diamond 0.032
DDH0878 49.44 50.75 Diamond 0.043
DDH0878 50.75 52.79 Diamond 0.011
DDH0878 52.79 55.47 Diamond 0.003
DDH0878 55.47 58.06 Diamond 0.013
DDH0878 58.06 60.11 Diamond 0.021
DDH0878 60.11 61.63 Diamond 0.007
DDH0878 61.63 63.15 Diamond 0.008
DDH0878 63.15 66.2 Diamond 0.011
DDH0878 66.2 69.25 Diamond 0.022
DDH0878 69.25 72.3 Diamond 0.023
DDH0878 72.3 75.35 Diamond 0.005
DDH0878 75.35 78.39 Diamond 0.003
DDH0878 78.39 79.92 Diamond 0.007
DDH0878 79.92 82.97 Diamond 0.013
DDH0878 82.97 86.01 Diamond 0.031
DDH0879 0 1.52 NS -1
DDH0879 1.52 3.05 Diamond 0.011
DDH0879 3.05 4.57 Diamond 0.003
DDH0879 4.57 6.1 Diamond 0.008
DDH0879 6.1 8.17 Diamond 0.008
DDH0879 8.17 9.69 Diamond 0.013
DDH0879 9.69 11.22 Diamond 0.015
DDH0879 11.22 12.74 Diamond 0.025
DDH0879 12.74 14.26 Diamond 0.114
DDH0879 14.26 15.79 Diamond 0.123
DDH0879 15.79 17.31 Diamond 0.082
DDH0879 17.31 18.84 Diamond 0.007
DDH0879 18.84 20.36 Diamond 0.006
